C店代码,开店时间,,当月B店铺天数,当月有消保天数,当月有旺铺天数,当月有淘客天数,当月有P4P天数,当月在线商品数之和,当月有记录天数,J/K近似平均商品,当月最后一天店铺状态,主营类目ID,主营类目名称,当月最后一天在线商品数,省份ID,省份名称,城市ID,城市名称,区县ID,区县名称,行政辖区ID,行政辖区,城市等级,ipv_pv,Ln(pv),ipv_uv,Ln(uv),sales,Ln(交易额),笔数,Ln(笔数),买家数,全部网店人员,合并-主营,主营店人员,共用人员,主营店营业额,主营店人员数,店主/合伙人人数,雇佣员工人数,帮工人数,店主/合伙人_工作时间,雇佣员工工作时长,帮工工作时长,平均月工资,开店之前的工作,其他,职业状态,职业状态_其他,是否最主要收入来源,性别,婚姻状况,年龄,学历,最常所在地,户口,旺旺uid,旺旺子账号数量,当月有登陆旺旺子账号数量,卖家星级ID,卖家星级名称
c03816,40675,20,0,30,24,24,0,5800,30,193.3333333,0,16,女装/女士精品,170,440000,广东省,440100,广州市,440106,天河区,100550,广州市区,1,2951,7.989899375,814,6.701960366,630.71,6.446846169,31,3.433987204,11,,1,,,,1,1,1,,,,,,上学,,只经营网店，没有其他工作,,是主要收入来源,男,未婚,23-25岁,大专,省会城市市区,农业户口,388342081,\N,0,5,5星级
c03817,40674,20,0,30,30,30,30,20392,30,679.7333333,0,16,女装/女士精品,687,110000,北京,110100,北京市,110105,朝阳区,100180,北京市区,1,21373,9.969883722,8755,9.077380245,52085.48,10.86064149,347,5.84932478,251,,2,,,,2,2,1,0,,,,,个体户,,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,31-35岁,高中/中专/职高,直辖市市区,农业户口,185433816,4,0,9,4钻
c03818,40775,,0,30,30,30,0,4066,30,135.5333333,0,1801,美容护肤/美体/精油,139,440000,广东省,440100,广州市,440183,增城市,100551,增城市,5,181,5.198497031,140,4.941642423,15069,9.620394932,4,1.386294361,4,,1,,,,1,1,,,2013/1/2,,,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,女,未婚,23-25岁,大专,省会城市市区,农业户口,378708526,2,0,5,5星级
c03819,40277,,0,30,30,0,0,1329,30,44.3,0,50020332,基础建材,74,410000,河南省,410100,郑州市,410104,管城回族区,102292,郑州市区,2,998,6.905753276,608,6.410174882,6540.96,8.785839223,18,2.890371758,13,,3,,,,3,1,2,3,84,84,28,4000,受雇于企业（包括个体户）,,打理自己的实体店或工厂,,是主要收入来源,男,已婚,26-30岁,大学本科,省会城市市区,非农业户口,72323987,\N,0,4,4星级
c03820,41308,,0,30,30,0,0,7521,30,250.7,0,50004958,移动/联通/电信充值中心,252,410000,河南省,410500,安阳市,410522,安阳县,100072,安阳县,6,109,4.691347882,86,4.454347296,2482.31,7.816944857,58,4.060443011,49,,2,,,,2,2,1,1,8,8,8,100,上学,,在政府部门或事业单位工作,,不是主要收入来源,女,已婚,26-30岁,硕士研究生或以上,省会城市市区,非农业户口,374247387,\N,0,5,5星级
c03821,40673,20,0,30,30,30,0,1045,30,34.83333333,0,16,女装/女士精品,35,410000,河南省,410100,郑州市,410105,金水区,102292,郑州市区,2,1071,6.97634807,393,5.973809612,190.7,5.250701513,3,1.098612289,2,,2,,,,2,2,,1,10,,2,,个体户,,打理自己的实体店或工厂,,不是主要收入来源,女,未婚,23-25岁,大专,省会城市市区,非农业户口,704955355,\N,0,2,2星级
c03822,40673,20,0,30,18,0,0,3170,30,105.6666667,0,30,男装,102,330000,浙江省,330300,温州市,330302,鹿城区,101798,温州市区,2,345,5.843544417,207,5.332718793,2276.05,7.730196763,42,3.737669618,14,,1,,,,1,1,1,,,,,,个体户,,个体户,,不是主要收入来源,女,已婚,36-40岁,高中/中专/职高,地级市/县级市市区,农转非户口,395934119,\N,0,6,1钻
c03823,40501,,0,30,30,0,0,991,30,33.03333333,0,1512,手机,41,440000,广东省,440100,广州市,440106,天河区,100550,广州市区,1,298,5.697093487,196,5.278114659,10195,9.229652683,7,1.945910149,7,1,1,1,,90,,1,,,,,,,上学,,上学,,不是主要收入来源,男,未婚,18-22岁,大学本科,直辖市市区,非农业户口,371067424,\N,0,3,3星级
c03824,41233,,0,30,30,0,0,2230,30,74.33333333,0,28,ZIPPO/瑞士军刀/眼镜,78,440000,广东省,440300,深圳市,440307,龙岗区,101591,深圳市区,1,1791,7.490529402,676,6.516193076,4425.6,8.395161141,15,2.708050201,11,,1,,,,1,1,,,8,,,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,23-25岁,高中/中专/职高,省会城市市区,农业户口,275893062,\N,0,-1,信用得分=0
c03825,40296,,0,30,0,0,0,390,30,13,0,50002768,个人护理/保健/按摩器材,13,440000,广东省,440100,广州市,440114,花都区,100550,广州市区,1,131,4.875197323,71,4.262679877,10575,9.266248004,16,2.772588722,13,,1,,,,1,1,,,8,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,男,已婚,31-35岁,大专,省会城市市区,非农业户口,242924114,\N,0,7,2钻
c03826,39501,,0,30,30,0,0,4206,30,140.2,0,50008165,童装/童鞋/亲子装,144,210000,辽宁省,210600,丹东市,210603,振兴区,100385,丹东市区,4,2206,7.6989362,877,6.776506992,1970.56,7.586073045,73,4.290459441,19,,1,,,,1,1,,,100,,,,全职主妇,,只经营网店，没有其他工作,,不是主要收入来源,女,已婚,31-35岁,大学本科,地级市/县级市市区,非农业户口,54095915,\N,0,6,1钻
c03827,40673,20,0,30,25,0,30,2189,30,72.96666667,0,16,女装/女士精品,78,440000,广东省,441900,东莞市,441900,东莞市,100426,东莞市区,2,9894,9.199683792,7836,8.966483779,5480.25,8.608905999,97,4.574710979,74,,2,,,,2,2,,1,,,,,全职主妇,,只经营网店，没有其他工作,,是唯一收入来源,女,已婚,31-35岁,高中/中专/职高,地级市/县级市市区,非农业户口,595379615,4,4,7,2钻
c03828,39992,,0,30,30,0,0,1500,30,50,0,50020611,商业/办公家具,50,330000,浙江省,330700,金华市,330723,武义县,100898,武义县,6,755,6.626717749,460,6.131226489,3184.5,8.06605057,44,3.784189634,37,1,1,1,1,98,,1,,1,98,,14,,个体户,,个体户,,不是主要收入来源,男,已婚,36-40岁,高中/中专/职高,县城市区,农业户口,267352122,\N,0,8,3钻
c03829,40672,20,0,30,27,0,30,11708,30,390.2666667,0,30,男装,387,610000,陕西省,610100,西安市,610112,未央区,101851,西安市区,2,1634,7.398786275,1058,6.964135612,14140.6,9.556805371,27,3.295836866,21,,2,,,,2,2,,2,84,,75,,个体户,,打理自己的实体店或工厂,,不是主要收入来源,男,未婚,23-25岁,高中/中专/职高,省会城市市区,农业户口,81082706,\N,0,7,2钻
c03830,39697,,0,11,30,30,0,2808,30,93.6,0,50016422,粮油米面/南北干货/调味品,102,320000,江苏省,320600,南通市,320682,如皋市,101289,如皋市,5,548,6.306275287,240,5.480638923,4165.19,8.334517172,43,3.761200116,36,,1,,,,1,1,,,20,,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是主要收入来源,女,未婚,26-30岁,大专,地级市/县级市市区,非农业户口,130121870,1,0,7,2钻
c03831,41410,,0,0,30,0,0,120,30,4,0,50020275,传统滋补营养品,4,310000,上海,310100,上海市,310230,崇明县,101553,崇明县,6,77,4.343805422,36,3.583518938,38,3.63758616,1,0,1,,2,,,,2,1,1,,,,,,当兵,,个体户,,不是主要收入来源,男,未婚,26-30岁,大学本科,直辖市市区,非农业户口,192051182,\N,0,1,1星级
c03832,39539,,0,30,30,0,0,4548,30,151.6,0,26,汽车/用品/配件/改装,151,330000,浙江省,330700,金华市,330703,金东区,100894,金华市区,3,2769,7.926241523,2323,7.750614733,2676,7.892078421,15,2.708050201,15,,1,,,,1,1,,,15,,,,受雇于企业（包括个体户）,,打理自己的实体店或工厂,,不是主要收入来源,男,未婚,26-30岁,高中/中专/职高,地级市/县级市市区,农业户口,95075593,\N,0,4,4星级
c03833,40672,20,0,30,30,0,0,9671,30,322.3666667,0,50006843,女鞋,230,440000,广东省,440600,佛山市,440605,南海区,100452,佛山市区,2,4163,8.333991247,2719,7.908019445,3972,8.287025025,28,3.33220451,25,,1,,,,1,1,0,,105,,,,受雇于企业,,只经营网店，没有其他工作,,不是主要收入来源,女,已婚,26-30岁,大专,省会城市市区,非农业户口,68629914,3,0,7,2钻
c03834,41249,,0,30,30,0,0,4637,30,154.5666667,0,50010788,彩妆/香水/美妆工具,157,610000,陕西省,610100,西安市,610112,未央区,101851,西安市区,2,1064,6.96979067,757,6.629363253,4306,8.367764678,14,2.63905733,11,,1,,,,1,1,1,,,,,,受雇于企业,,只经营网店，没有其他工作,,是唯一收入来源,女,未婚,23-25岁,大学本科,省会城市市区,非农业户口,90191310,1,0,4,4星级
c03835,41345,,0,30,30,0,0,10396,30,346.5333333,0,50013864,饰品/流行首饰/时尚饰品新,545,330000,浙江省,330800,衢州市,330881,江山市,101457,江山市,5,1813,7.502738211,716,6.573680167,1851.9,7.523967418,98,4.584967479,54,,1,,,,1,1,,,10,,,,个体户,,受雇于企业（包括个体户）,,不是主要收入来源,男,已婚,36-40岁,大专,地级市/县级市市区,农业户口,906127541,\N,0,5,5星级
c03836,40384,,0,30,30,30,30,2292,30,76.4,0,50020275,传统滋补营养品,81,310000,上海,310100,上海市,310115,浦东新区,101554,上海市区,1,3939,8.278682163,1404,7.247080585,8835.06,9.086483176,151,5.017279837,71,10,8,8,10,90,,8,8,8,15,15,15,3500,在淘宝（天猫）其他网店工作,,个体户,,是主要收入来源,男,未婚,26-30岁,大专,农村,不清楚,104484165,5,4,8,3钻
c03837,39281,,0,30,0,30,30,1610,30,53.66666667,0,26,汽车/用品/配件/改装,57,310000,上海,310100,上海市,310113,宝山区,101554,上海市区,1,7610,8.937218451,3457,8.14815644,23024.34,10.0443072,884,6.784457063,480,2,2,2,1,80,,2,,,90,,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,41-50岁,高中/中专/职高,直辖市市区,非农业户口,33524018,2,1,12,2皇冠
c03838,39606,,0,30,30,0,0,1677,30,55.9,0,50488001,服务市场,55,130000,河北省,130500,邢台市,130503,桥西区,101975,邢台市区,4,2745,7.917536354,1319,7.184629153,144908,11.88385434,278,5.627621114,245,,2,,,,2,1,1,,,,,,在政府部门或事业单位工作,,在政府部门或事业单位工作,,是主要收入来源,男,已婚,31-35岁,大学本科,地级市/县级市市区,非农业户口,13569634,1,1,9,4钻
c03839,40534,,0,0,30,0,0,1450,30,48.33333333,0,50014811,网店/网络服务/软件,54,130000,河北省,130100,石家庄市,130102,长安区,101616,石家庄市区,3,671,6.508769137,462,6.135564891,4460.1,8.402926466,20,2.995732274,19,,1,,,,1,1,1,1,8,8,8,2000,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,不是主要收入来源,男,未婚,23-25岁,高中/中专/职高,省会城市市区,农业户口,360017673,1,0,3,3星级
c03840,40672,20,0,30,30,30,30,2626,30,87.53333333,0,16,女装/女士精品,78,330000,浙江省,330100,杭州市,330104,江干区,100650,杭州市区,2,6605,8.795582217,4640,8.442469645,15012.88,9.616663778,111,4.709530201,106,2,2,2,2,85,,2,,,,,,,在淘宝（天猫）其他网店工作,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,大专,省会城市市区,农转非户口,92362226,1,0,7,2钻
c03841,39307,,0,30,30,30,30,1088,30,36.26666667,0,50014811,网店/网络服务/软件,43,350000,福建省,350300,莆田市,350302,城厢区,101354,莆田市区,3,1829,7.511524648,1253,7.133295955,1276.72,7.152049568,135,4.905274778,89,,1,,,,1,1,1,1,,,,,上学,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,26-30岁,大学本科,直辖市市区,非农业户口,63043215,3,0,8,3钻
c03842,40992,,0,30,30,30,0,3728,30,124.2666667,0,50016422,粮油米面/南北干货/调味品,129,330000,浙江省,330800,衢州市,330825,龙游县,101459,龙游县,6,1357,7.21303166,641,6.463029457,2586.07,7.857894628,50,3.912023005,24,1,1,1,1,60,,1,,,,,,,在政府部门或事业单位工作,,只经营网店，没有其他工作,,是主要收入来源,女,已婚,36-40岁,大专,县城市区,非农业户口,846232133,\N,0,6,1钻
c03843,40516,20,0,30,30,0,0,463,30,15.43333333,0,50008090,3C数码配件,16,440000,广东省,441900,东莞市,441900,东莞市,100426,东莞市区,2,567,6.340359304,231,5.442417711,693.51,6.541765659,33,3.496507561,11,1,1,1,,100,,1,,1,80,,68,,全职主妇,,只经营网店，没有其他工作,家庭主妇,不是主要收入来源,女,已婚,26-30岁,高中/中专/职高,地级市/县级市市区,农业户口,282593819,\N,0,5,5星级
c03844,40671,20,0,30,30,30,30,240,30,8,0,50011740,流行男鞋,8,440000,广东省,441900,东莞市,441900,东莞市,100426,东莞市区,2,93,4.532599493,84,4.430816799,94,4.543294782,2,0.693147181,2,,2,,,,2,1,,1,12,,12,,个体户,,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,26-30岁,初中或以下,农村,非农业户口,199847346,\N,0,6,1钻
c03845,40670,20,0,1,30,0,0,1568,30,52.26666667,0,30,男装,51,440000,广东省,440700,江门市,440703,蓬江区,100876,江门市区,3,32,3.465735903,8,2.079441542,0,#NUM!,0,#NUM!,0,,1,,,,1,1,,,8,,,,无事可做（休息、待业）,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,23-25岁,大专,直辖市市区,非农业户口,47645447,\N,0,0,信用得分<=3
c03846,39723,,0,30,30,30,0,8696,30,289.8666667,0,50008163,床上用品/布艺软饰,294,320000,江苏省,320600,南通市,320683,通州市,101290,通州市,6,1411,7.252053952,981,6.88857246,2490.8,7.820359223,37,3.610917913,28,,1,,,,1,1,,,22,,,,上学,,打理自己的实体店或工厂,,不是主要收入来源,女,未婚,26-30岁,大专,县城市区,非农业户口,104179143,\N,0,6,1钻
c03847,40670,20,0,0,30,0,0,145,30,4.833333333,0,1625,女士内衣/男士内衣/家居服,4,330000,浙江省,330600,绍兴市,330681,诸暨市,101590,诸暨市,5,63,4.143134726,16,2.772588722,29.94,3.399195379,1,0,1,,3,,,,3,1,,2,8,8,8,,上学,,只经营网店，没有其他工作,,不是主要收入来源,女,未婚,23-25岁,高中/中专/职高,农村,农业户口,215112532,\N,0,2,2星级
c03848,41373,,0,30,30,30,0,811,30,27.03333333,0,26,汽车/用品/配件/改装,27,430000,湖南省,430100,长沙市,430121,长沙县,102252,长沙县,6,1029,6.936342736,742,6.609349243,5031,8.52337405,33,3.496507561,32,,2,,,,2,1,,1,80,,4,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,23-25岁,大专,地级市/县级市市区,非农业户口,140032142,\N,0,5,5星级
c03849,40669,20,0,0,30,0,0,2794,30,93.13333333,0,16,女装/女士精品,94,320000,江苏省,320100,南京市,320124,溧水县,101264,溧水县,6,168,5.123963979,41,3.713572067,150,5.010635294,5,1.609437912,1,,2,,,,2,1,,1,42,,42,,上学,,上学,,不是主要收入来源,女,未婚,18-22岁,大专,地级市/县级市市区,农业户口,274633045,2,0,2,2星级
c03850,40668,20,0,30,30,30,30,3458,30,115.2666667,0,16,女装/女士精品,115,110000,北京,110100,北京市,110106,丰台区,100180,北京市区,1,484,6.182084907,299,5.700443573,148,4.997212274,2,0.693147181,2,,2,,,,2,1,1,,84,48,,2800,受雇于企业,,,企业单位上班,不是主要收入来源,男,未婚,36-40岁,高中/中专/职高,直辖市市区,农业户口,177438957,4,0,3,3星级
c03851,40667,20,0,30,30,30,30,1144,30,38.13333333,0,50010404,服饰配件/皮带/帽子/围巾,34,330000,浙江省,330700,金华市,330782,义乌市,100899,义乌市,5,5591,8.628913441,3630,8.196987927,4719.51,8.45946026,204,5.318119994,151,2,1,1,2,20,,1,1,5,10,8,2,2800,上学,,上学,,是唯一收入来源,男,未婚,18-22岁,大专,地级市/县级市市区,农转非户口,498099854,2,0,8,3钻
c03852,40666,20,0,30,30,30,30,4561,30,152.0333333,0,16,女装/女士精品,156,330000,浙江省,330100,杭州市,330104,江干区,100650,杭州市区,2,11121,9.316590492,8781,9.080345575,17840.82,9.789244369,208,5.33753808,186,2,1,1,2,40,,1,1,1,,,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,26-30岁,高中/中专/职高,直辖市市区,农业户口,108705460,\N,0,8,3钻
c03853,40666,20,0,30,30,30,30,3685,30,122.8333333,0,16,女装/女士精品,117,110000,北京,110100,北京市,110106,丰台区,100180,北京市区,1,39971,10.59590947,28008,10.24024546,34181.49,10.43943955,562,6.33150185,413,,3,,,,3,1,1,1,10,10,7,3000,个体户,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,高中/中专/职高,直辖市市区,农业户口,265572173,\N,0,8,3钻
c03854,40666,20,0,30,30,30,0,3531,30,117.7,0,50006843,女鞋,123,440000,广东省,441900,东莞市,441900,东莞市,100426,东莞市区,2,1518,7.325148958,602,6.400257445,944.3,6.850443912,14,2.63905733,7,2,2,2,2,100,,2,,1,16,,10,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,31-35岁,初中或以下,农村,农业户口,234483632,\N,0,5,5星级
c03855,40666,20,0,0,30,9,0,1968,30,65.6,0,30,男装,70,130000,河北省,130900,沧州市,130983,黄骅市,100216,黄骅市,5,254,5.537334267,131,4.875197323,0.2,-1.609437912,20,2.995732274,20,,1,,,,1,1,,,5,,,,受雇于企业,,受雇于企业（包括个体户）,,是主要收入来源,男,未婚,23-25岁,初中或以下,农村,农业户口,354593194,\N,0,4,4星级
c03856,40499,20,0,30,30,30,30,913,30,30.43333333,0,50008090,3C数码配件,36,440000,广东省,440300,深圳市,440306,宝安区,101591,深圳市区,1,6911,8.840869624,4409,8.391403185,8712,9.072456665,213,5.361292166,180,,1,,,,1,1,0,0,105,0,0,,受雇于企业,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,31-35岁,大学本科,地级市/县级市市区,非农业户口,603335026,\N,0,8,3钻
c03857,40585,,0,0,30,0,0,5244,30,174.8,0,25,玩具/模型/动漫/早教/益智,169,440000,广东省,440300,深圳市,440303,罗湖区,101591,深圳市区,1,2002,7.60190196,926,6.830874235,3584.99,8.184510964,31,3.433987204,22,,2,,,,2,1,,1,112,,112,,上学,,上学,,不是主要收入来源,女,未婚,23-25岁,大专,直辖市市区,非农业户口,261717928,1,1,5,5星级
c03858,40666,20,0,30,30,0,30,1518,30,50.6,0,16,女装/女士精品,50,330000,浙江省,330100,杭州市,330108,滨江区,100650,杭州市区,2,5808,8.666991557,2485,7.818027939,1935,7.567862605,18,2.890371758,6,,4,,,,4,1,3,5,,,,,在淘宝（天猫）其他网店工作,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,23-25岁,大专,省会城市市区,非农业户口,164980475,\N,0,6,1钻
c03859,40384,,0,30,30,30,10,516,30,17.2,0,50012100,生活电器,20,330000,浙江省,330200,宁波市,330282,慈溪市,101308,慈溪市,5,1289,7.161622003,718,6.576469569,3181.24,8.065026337,27,3.295836866,25,,1,,,,1,1,1,,15,,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,31-35岁,初中或以下,农村,农业户口,133941880,\N,0,6,1钻
c03860,39365,,0,30,0,30,30,466,30,15.53333333,0,25,玩具/模型/动漫/早教/益智,16,440000,广东省,440500,汕头市,440515,澄海区,101533,汕头市区,2,88,4.477336814,48,3.871201011,18288,9.814000386,6,1.791759469,4,,1,,,,1,1,1,1,5,5,5,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,女,未婚,31-35岁,高中/中专/职高,农村,农业户口,72398754,1,0,9,4钻
c03861,40481,20,0,30,30,0,0,562,30,18.73333333,0,50008090,3C数码配件,21,440000,广东省,440700,江门市,440781,台山市,100878,台山市,5,872,6.770789424,601,6.398594935,1024.2,6.931667099,46,3.828641396,44,,1,,,,1,1,,,26,,,,上学,,上学,,是唯一收入来源,男,未婚,18-22岁,高中/中专/职高,农村,农业户口,165423492,1,0,5,5星级
c03862,40666,20,0,30,30,0,0,660,30,22,0,30,男装,22,990000,海外,990100,海外,990100,海外,102375,海外,0,1318,7.183870715,939,6.844815479,2685.8,7.895733914,59,4.077537444,43,,1,,,,1,1,,,14,,,,上学,,上学,,是主要收入来源,男,未婚,23-25岁,大学本科,省会城市市区,农业户口,120790584,1,0,7,2钻
c03863,40175,,0,30,0,0,0,3516,30,117.2,0,25,玩具/模型/动漫/早教/益智,181,510000,四川省,510100,成都市,510105,青羊区,100282,成都市区,2,486,6.186208624,226,5.420534999,3161.58,8.058827182,77,4.343805422,49,,1,,,,1,1,,,,,,,全职主妇,,只经营网店，没有其他工作,,不是主要收入来源,女,已婚,26-30岁,大专,省会城市市区,农业户口,297719206,\N,0,7,2钻
c03864,40065,,0,30,30,0,0,17863,30,595.4333333,0,50004958,移动/联通/电信充值中心,595,430000,湖南省,430500,邵阳市,430502,双清区,101579,邵阳市区,4,472,6.156978986,343,5.837730447,1481.44,7.300769867,290,5.669880923,254,,1,,,,1,1,,,15,,,,在政府部门或事业单位工作,,在政府部门或事业单位工作,,不是主要收入来源,女,未婚,23-25岁,高中/中专/职高,地级市/县级市市区,非农业户口,267867369,\N,0,6,1钻
c03865,39575,,0,30,30,0,0,1640,30,54.66666667,0,50013864,饰品/流行首饰/时尚饰品新,66,320000,江苏省,320700,连云港市,320722,东海县,101044,东海县,6,1199,7.089243155,508,6.230481448,3239,8.083019919,35,3.555348061,21,,1,,,,1,1,,,,,,,上学,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,18-22岁,高中/中专/职高,县城市区,农业户口,103362557,\N,0,4,4星级
c03866,41352,,0,30,0,30,0,4583,30,152.7666667,0,50012164,闪存卡/U盘/存储/移动硬盘,204,510000,四川省,510100,成都市,510113,青白江区,100282,成都市区,2,4751,8.466110401,2886,7.967626739,12044.8,9.396388311,257,5.549076085,217,3,3,3,1,80,,1,,1,,,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,23-25岁,高中/中专/职高,郊区,农转非户口,1634996894,1,1,6,1钻
c03867,40664,20,0,30,30,30,30,828,30,27.6,0,50011740,流行男鞋,27,330000,浙江省,330300,温州市,330304,瓯海区,101798,温州市区,2,8589,9.058237594,5781,8.662331957,8913.39,9.095309919,324,5.780743516,259,,2,,,,2,2,,1,12,12,12,,无事可做（休息、待业）,,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,26-30岁,大专,地级市/县级市市区,农业户口,338184460,\N,0,8,3钻
c03868,40352,,0,30,30,29,0,40345,30,1344.833333,0,50002766,零食/坚果/特产,1338,310000,上海,310100,上海市,310115,浦东新区,101554,上海市区,1,935,6.840546529,534,6.280395839,6208.59,8.733689096,124,4.820281566,39,,10,,,,10,2,5,3,39,30,36,5000,企业主（自有注册公司）,,只经营网店，没有其他工作,,是主要收入来源,男,未婚,31-35岁,大学本科,直辖市市区,农业户口,281240081,2,0,5,5星级
c03869,40664,20,0,30,0,30,0,1036,30,34.53333333,0,50006843,女鞋,34,330000,浙江省,330700,金华市,330782,义乌市,100899,义乌市,5,2226,7.707961532,866,6.763884909,14785.67,9.601413747,84,4.430816799,26,1,1,1,,80,,1,,,10,,,,上学,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,26-30岁,大学本科,农村,非农业户口,700311156,2,0,7,2钻
c03870,40664,20,0,30,30,30,30,1262,30,42.06666667,0,1625,女士内衣/男士内衣/家居服,44,440000,广东省,445200,揭阳市,445281,普宁市,100890,普宁市,5,7766,8.95751051,4536,8.419800845,30140.71,10.31363203,1117,7.018401799,272,3,2,2,2,75,,2,,1,,,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,初中或以下,郊区,农业户口,69559923,6,1,11,1皇冠
c03871,41380,,0,30,0,30,0,1127,30,37.56666667,0,1801,美容护肤/美体/精油,39,410000,河南省,410100,郑州市,410105,金水区,102292,郑州市区,2,1304,7.173191742,639,6.459904454,1726.77,7.45400789,116,4.753590191,33,,1,,,,1,1,,,10,,,,务农,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,31-35岁,高中/中专/职高,农村,农业户口,1665883947,2,0,5,5星级
c03872,41020,,0,3,30,0,0,530,30,17.66666667,0,26,汽车/用品/配件/改装,18,440000,广东省,442000,中山市,442000,中山市,102295,中山市区,3,137,4.919980926,66,4.189654742,14051.41,9.550478026,8,2.079441542,7,,1,,,,1,1,,,48,,,,受雇于企业,,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,23-25岁,高中/中专/职高,地级市/县级市市区,农业户口,225929974,\N,0,2,2星级
c03873,40662,20,0,30,30,0,30,1257,30,41.9,0,16,女装/女士精品,42,330000,浙江省,330100,杭州市,330104,江干区,100650,杭州市区,2,7544,8.928507824,6167,8.726967775,9913.19,9.201621473,109,4.691347882,107,,3,,,,3,1,1,1,90,60,20,3000,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,36-40岁,高中/中专/职高,省会城市市区,非农业户口,698739397,4,0,10,5钻
c03874,40480,20,0,30,30,30,0,17174,30,572.4666667,0,50008090,3C数码配件,574,440000,广东省,440300,深圳市,440304,福田区,101591,深圳市区,1,2688,7.896552702,1271,7.147559271,3469.02,8.151627412,74,4.304065093,45,,2,,,,2,1,,1,10,,10,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,男,已婚,31-35岁,高中/中专/职高,直辖市市区,农业户口,552810207,\N,0,7,2钻
c03875,40621,,0,30,30,0,0,3995,30,133.1666667,0,50020485,五金/工具,124,320000,江苏省,320200,无锡市,320206,惠山区,101826,无锡市区,2,291,5.673323267,163,5.093750201,8466.25,9.043842951,11,2.397895273,9,,1,,,,1,1,,,5,,,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,男,已婚,36-40岁,大专,省会城市市区,非农业户口,278272429,\N,0,4,4星级
c03876,40465,20,0,30,30,0,0,604,30,20.13333333,0,50008090,3C数码配件,30,330000,浙江省,330200,宁波市,330205,江北区,101310,宁波市区,2,181,5.198497031,136,4.912654886,592,6.383506635,8,2.079441542,4,,2,,,,2,1,1,,10,14,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是主要收入来源,女,未婚,23-25岁,大专,省会城市市区,农业户口,388967272,3,2,2,2星级
c03877,39294,,0,30,30,6,0,13060,30,435.3333333,0,50013886,户外/登山/野营/旅行用品,458,110000,北京,110100,北京市,110117,平谷区,100180,北京市区,1,3416,8.136225555,2997,8.005367067,1936.3,7.568534215,22,3.091042453,16,,1,,,,1,1,,,4,,,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,男,已婚,31-35岁,大专,省会城市市区,非农业户口,11826059,\N,0,4,4星级
c03878,40662,20,0,30,30,30,30,1257,30,41.9,0,30,男装,30,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,15176,9.627470512,8702,9.071308163,27618.3,10.22623388,841,6.73459166,598,,2,,,,2,3,,,18,,,1000,上学,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,18-22岁,大专,省会城市市区,农业户口,699846549,3,2,8,3钻
c03879,40662,20,0,30,30,30,0,1483,30,49.43333333,0,50006843,女鞋,50,440000,广东省,441300,惠州市,441323,惠东县,100815,惠东县,6,1921,7.560601163,1514,7.322510434,722.36,6.58252363,15,2.708050201,14,3,1,1,1,90,,1,,2,10,,2,,个体户,,个体户,,不是主要收入来源,男,未婚,23-25岁,大专,县城市区,非农业户口,125609947,\N,0,7,2钻
