from,to,time
Springboard-Harper,通力,2005
Spinnaker Capital,中国基建港口,2005
SMI,一茶一坐,2005
Sino-JP Fund,同济同捷,2005
Sieger Capital,通力,2005
RRE,捷银,2005
RimAsia,炬力集成,2005
Portview,Teknovus,2005
Partech,Teknovus,2005
NVCC,滚石移动,2005
Newsmith,一茶一坐,2005
NEC,Teknovus,2005
Mobius,博客网（博客中国）,2005
Mayfield,中文在线,2005
Mayfield,明致无限,2005
Mayfield,嘿友网,2005
Mayfield,国微技术,2005
Mayfield,百合网,2005
KTB,芯原,2005
KTB,5173.com,2005
Index Venture,泰景科技,2005
Index Venture,说宝堂,2005
IDG资本,中搜,2005
IDG资本,中国万网,2005
IDG资本,掌中无限（皮咔）,2005
IDG资本,游龙科技,2005
IDG资本,赢思软件（小I）,2005
IDG资本,易索得,2005
IDG资本,亿美软通,2005
IDG资本,一茶一坐,2005
IDG资本,迅雷,2005
IDG资本,新浩艺,2005
IDG资本,芯原,2005
IDG资本,网尚文化,2005
IDG资本,土豆网,2005
IDG资本,图为先(Mapbar),2005
IDG资本,帖易网,2005
IDG资本,腾仁信息(腾武数码),2005
IDG资本,数联软件(POCO),2005
IDG资本,桑迪亚,2005
IDG资本,润欣通信 （真宽通信）,2005
IDG资本,摩波彼克,2005
IDG资本,摩波彼克,2005
IDG资本,乐多（PvP游戏网）,2005
IDG资本,健康中国,2005
IDG资本,好耶广告网络,2005
IDG资本,硅谷数模,2005
IDG资本,分贝网,2005
IDG资本,迪岸传媒,2005
IDG资本,大旗网,2005
IDG资本,大承网络,2005
IDG资本,博尚网,2005
IDG资本,博尚网,2005
IDG资本,博客网（博客中国）,2005
IDG资本,ChinaY,2005
IDG资本,A8音乐,2005
IDG资本,5173.com,2005
IDG资本,3G门户网,2005
Icon,捷银,2005
Globespan,硅谷数模,2005
DCM,文思信息技术,2005
DCM,人人公司（原千橡互动）,2005
DCM,快钱网,2005
DCM,硅谷数模,2005
China Venture Management,亿品传媒,2005
BrainHeart Capital,活跃传媒,2005
Ascendas Group,江苏软件园,2005
Ant Capital Partners（原Nikko）,滚石移动,2005
Accel,人人公司（原千橡互动）,2005
Accel,捷银,2005
卓佳汇智创投,全社通传媒,2006
卓佳汇智创投,键桥通讯,2006
住友商事,玺诚传媒广告公司,2006
住友商事,玺诚传媒,2006
住友,车盟,2006
住友,CDP,2006
珠海铧创,蓉胜超微,2006
重庆科风投,东方农药,2006
中盈投资,威恒生物,2006
中银投资,锦江酒店,2006
中信资本,亚信集团,2006
中新创投,航盛电子,2006
中南大学,红宇,2006
中科招商,彩虹精化,2006
中经合,中宽传媒,2006
中经合,新数通,2006
中经合,图为先(Mapbar),2006
中经合,随手互动,2006
中经合,首信易支付,2006
中经合,全景视觉,2006
中经合,家居易站,2006
中经合,傲游,2006
中经合,爱康网(爱康国宾),2006
中经合,Tenor,2006
中经合,3G门户网,2006
中国风险投资,皇氏乳业,2006
中大投资,康盛股份,2006
中博创投,灏瑞电子,2006
智基创投,展讯,2006
智基创投,源泉,2006
智基创投,乙太光电,2006
智基创投,宜搜,2006
智基创投,宜搜,2006
智基创投,一百易,2006
智基创投,新数通,2006
智基创投,上海新进,2006
智基创投,华道数据,2006
智基创投,宏华集团,2006
智基创投,电视豆,2006
智基创投,驰纵网络,2006
挚信资本,英利太阳能,2006
浙科投资,新嘉联,2006
浙科投资,康盛股份,2006
浙大创投,水晶光电,2006
浙大创投,多氟多,2006
招商科技,山河智能,2006
招商科技,全社通传媒,2006
招商科技,立得空间,2006
招商科技,海云天,2006
招商科技,海泰康,2006
招商科技,广陆数测,2006
招商科技,广道高新,2006
招商科技,格兰环保,2006
招商科技,爱科赛科技,2006
招商局富鑫,展讯,2006
招商局富鑫,新数通,2006
长运兴安,湘潭电化,2006
长安私人资本,尧柏水泥,2006
长安私人资本,泰华生物制药,2006
长安私人资本,启源装备,2006
长安私人资本,欧亚学院,2006
湛思投资,亚洲网通,2006
渣打直投,远洋地产（中远房地产）,2006
渣打直投,易保科技,2006
渣打直投,世茂房地产,2006
渣打直投,绿城,2006
云月投资,捷银,2006
粤财创投,广发银行,2006
愈奇,软通科技,2006
愈奇,二度车网,2006
优势资本,御银科技,2006
优势资本,香榭丽传媒,2006
优势资本,雷士照明,2006
涌铧投资,宏梦卡通,2006
永威投资,谱瑞集成电路,2006
永威投资,普然通讯,2006
永威投资,澜起科技,2006
永威投资,晶能光电,2006
永威投资,安维华 （安启华）,2006
英特尔投资,赢思软件（小I）,2006
英特尔投资,易宝电子支付,2006
英特尔投资,唯晶科技,2006
英特尔投资,上海新进,2006
英特尔投资,软通科技,2006
英特尔投资,谱瑞集成电路,2006
英特尔投资,乐拍,2006
英特尔投资,澜起科技,2006
英特尔投资,金山,2006
英特尔投资,海辉软件,2006
英特尔投资,东软集团,2006
英特尔投资,迪岸传媒,2006
英联,太子奶集团,2006
英联,高原石油装备,2006
英飞尼迪,润欣通信 （真宽通信）,2006
银瑞达,远传,2006
银瑞达,舜宇光学,2006
银瑞达,华道数据,2006
银瑞达,CDP,2006
毅鸣投资,闽中有机食品,2006
毅鸣投资,海扶,2006
毅创投资,中联重科,2006
毅创投资,乙太光电,2006
意大利普瑞玛激光,上海团结普瑞玛,2006
亿腾,达成无限,2006
怡和创投,展讯,2006
壹普兰,展讯,2006
壹普兰,赢思软件（小I）,2006
壹普兰,银河传媒,2006
壹普兰,海辉软件,2006
扬子资本,复地集团,2006
扬子资本,东方重工,2006
亚洲开发银行,中国燃气,2006
亚洲开发银行,杭州商行,2006
亚商资本,圣农发展,2006
亚商资本,升达林业,2006
亚商资本,三鑫股份,2006
信虹,国芯科技,2006
信虹,格科微电子,2006
信虹,楚亚,2006
新协创投,明世光学,2006
新同方投资,久立特材,2006
新天域,中联重科,2006
新天域,英利太阳能,2006
新天域,延伸生物,2006
新天域,延申生物,2006
新天域,脐血库,2006
新天域,凯赛生物工程,2006
新天域,凯赛生物工程,2006
新天域,金山,2006
新世界利宝,志高空调,2006
新桥,广汇LNG,2006
新加坡政府投资,中国交通建设,2006
新加坡政府投资,首创置业,2006
新加坡政府投资,闽中有机食品,2006
新加坡政府投资,金山,2006
新加坡政府投资,工银国际,2006
新加坡政府投资,Global Retail,2006
新策略,新数通,2006
橡子园,万香国际,2006
橡树投资,灵图,2006
橡树投资,爱波网,2006
橡树投资,DMG,2006
祥峰集团,展讯,2006
祥峰集团,新力传媒(YOHO),2006
湘投高创投,威恒生物,2006
湘投高创投,龙舟铝业,2006
湘投高创投,凯瑞重工,2006
湘投高创投,红宇,2006
香港长江流域创业基金,华丽环保,2006
武汉团结激光,上海团结普瑞玛,2006
武汉火炬科投,银泰科技,2006
无锡源生创投,华天科技,2006
无锡高新投,和邦生物,2006
无锡创新投,和邦生物,2006
维众创投,新宇亨得利,2006
维众创投,穗彩软件,2006
维众创投,若邻网络,2006
同华投资,山东中轩,2006
同华投资,南大光电材料,2006
同创伟业,无锡硅动力,2006
同创伟业,欧菲光,2006
同创伟业,博云,2006
通用资本,易保科技,2006
通联资本,森威精锻,2006
天图创投,英利太阳能,2006
天图创投,荣信股份,2006
天堂硅谷,新农化工,2006
天堂硅谷,天通光电,2006
天堂硅谷,深圳天健,2006
天地基金,药明康德,2006
泰达,中科百奥,2006
泰达,武汉石油,2006
太盟投资集团,好孩子,2006
索尼基金,魔龙国际,2006
苏州创投,源见科技,2006
苏州创投,润欣通信 （真宽通信）,2006
苏州创投,儒豹,2006
苏州创投,蓝尼信,2006
苏格兰皇家银行,浏阳生物医药园,2006
苏大投资,明世光学,2006
松禾资本,天地人传媒,2006
松禾资本,全社通传媒,2006
松禾资本,键桥通讯,2006
松禾资本,华语传媒,2006
松禾资本,彩虹精化,2006
四维资本,中友集团,2006
四维资本,扬子江造船,2006
四维资本,昇立化工,2006
思科香港,中通服,2006
思格资本,亚都,2006
思格资本,酷讯,2006
首创创投,新嘉联,2006
世纪方舟,湘电集团,2006
盛宇投资,华天科技,2006
盛诺金地产基金,济南居易圣诺金,2006
胜捷投资,思念食品,2006
胜捷投资,鸿星尔克,2006
深圳中小企业创业投资,君信通信,2006
深圳创新投,怡亚通,2006
深圳创新投,特尔佳,2006
深圳创新投,欧菲光,2006
深圳创新投,宝丽华,2006
社保基金会,中国银行,2006
社保基金会,工商银行,2006
上实投资,展讯,2006
上海永宣,正和新能,2006
上海永宣,正和新能,2006
上海永宣,远望谷,2006
上海永宣,盐城华业,2006
上海永宣,盐城华业,2006
上海永宣,金风科技,2006
上海永宣,华工百川,2006
上海永宣,悍马轮胎,2006
上海永宣,富年科技,2006
上海科投,上海秋之友,2006
上海科投,杉德银卡通,2006
上海科投,杉德巍康,2006
上海科技投资,万达信息,2006
上海科技投资,杉德银卡通,2006
上海激光研究所,上海团结普瑞玛,2006
上海华盈,银河传媒,2006
上海华盈,玺诚传媒广告公司,2006
上海华盈,玺诚传媒,2006
上海华盈,玺诚传媒,2006
上海华盈,天利半导体,2006
上海华盈,披披吉(PPG),2006
上海华盈,康辉医疗,2006
商菱投资,晶澳太阳能,2006
商菱投资,东蓝数码,2006
山东高新投,通裕重工,2006
三菱商事,中友集团,2006
三菱UFJ证券,江西赛维,2006
三菱UFJ证券,江西赛维,2006
三井物产环球投资,天下互联,2006
赛富投资基金,中宽传媒,2006
赛富投资基金,银联商务,2006
赛富投资基金,怡亚通,2006
赛富投资基金,炎黄健康传媒,2006
赛富投资基金,完美时空,2006
赛富投资基金,天下秀,2006
赛富投资基金,天下欣网,2006
赛富投资基金,太合麦田,2006
赛富投资基金,数字鱼,2006
赛富投资基金,数字太和,2006
赛富投资基金,世芯电子,2006
赛富投资基金,瑞斯康,2006
赛富投资基金,日讯在线,2006
赛富投资基金,雷士照明,2006
赛富投资基金,莱斯康,2006
赛富投资基金,凯立德,2006
赛富投资基金,嘉和科技,2006
赛富投资基金,环球雅思,2006
赛富投资基金,百泰传媒,2006
赛富投资基金,58同城分类网,2006
赛伯乐,中国绿线,2006
赛伯乐,卡当网,2006
瑞士信贷,中电光伏,2006
瑞士信贷,远洋地产（中远房地产）,2006
瑞士信贷,易居中国,2006
瑞寰资本,夏进乳业,2006
瑞寰资本,家得利,2006
瑞寰资本,吉买盛,2006
瑞寰资本,和广服装,2006
瑞寰资本,好孩子,2006
瑞华信,铁诚投资担保,2006
瑞华信,宏梦卡通,2006
软银中国,易保科技,2006
软银中国,阳光导航,2006
软银中国,聚力传媒(PPTV),2006
软银中国,海亚汽车,2006
融昌资产管理,瑞贝卡发,2006
日亚投资,益华证券中国,2006
日亚投资,天下互联,2006
日亚投资,绝对100,2006
日亚投资,互动通,2006
日亚投资,博客大巴 (BlogBus),2006
日亚投资,爱情公寓,2006
日亚投资,ET Mobile China,2006
清科创投,赢思软件（小I）,2006
清科创投,蔚蓝网,2006
清科创投,56网,2006
青云创投,中电光伏,2006
青云创投,清洁技术园,2006
青云创投,江西赛维,2006
青云创投,江西赛维,2006
青云创投,嘉禾木,2006
勤益投资,康盛股份,2006
秦皇岛科投,绿色化工园区,2006
翘然管理资本,古杉,2006
乾龙创投,威望科技,2006
千橡互动,卡当网,2006
启明创投,亿览,2006
启明创投,酷我科技,2006
启明创投,华康永瑞,2006
启明创投,方泰电子,2006
启明创投,二度车网,2006
启明创投,触动传媒,2006
启明创投,奥泰医疗,2006
启迪创投,雅康博生物,2006
启迪创投,数码视讯,2006
启迪创投,世纪瑞尔,2006
启迪创投,酷信通(泰可尚电子),2006
启迪创投,笛威欧亚,2006
普凯,中电光伏,2006
普凯,小肥羊,2006
浦东科投,凯赛生物工程,2006
南京高风投,明水科技,2006
南京高风投,红宝丽,2006
摩托罗拉,凌讯科技,2006
摩托罗拉,傲信通讯(傲讯华天),2006
摩根士丹利,中国动向,2006
摩根士丹利,远洋地产（中远房地产）,2006
摩根士丹利,太子奶集团,2006
摩根士丹利,世茂房地产,2006
摩根士丹利,合景泰富,2006
摩根士丹利,海螺水泥,2006
摩根士丹利,保利协鑫,2006
摩根大通,英利太阳能,2006
摩根大通,康鹏化学,2006
摩根大通,commercial property development project,2006
名力中国成长基金（高投名力成长创投）,立通无线,2006
美洲投资银行,深爱移动,2006
美林,远洋地产（中远房地产）,2006
美林,玺诚传媒广告公司,2006
美林,玺诚传媒,2006
美林,同济堂药业,2006
美林,天合光能,2006
美林,泰富实业,2006
美林,泰富电气,2006
美林,金州环境集团,2006
美林,锋尚房地产,2006
美国泰山投资,闽中有机食品,2006
美国泰山投资,Tamarisk,2006
美国国际集团,天工国际,2006
麦格理,台湾宽频视讯,2006
麦顿投资,天合光能,2006
麦达基金,至尊租车,2006
伦敦亚洲投资基金,天普太阳能,2006
龙脉创投,易宝电子支付,2006
联宇投资基金,凯迪环保,2006
联讯创投,中国播客网,2006
联讯创投,迈德医疗,2006
联讯创投,格科微电子,2006
联讯创投,高德软件,2006
联想投资,展讯,2006
联想投资,宇阳科技,2006
联想投资,易车网,2006
联想投资,易车网,2006
联想投资,阳光纸业,2006
联想投资,新数通,2006
联想投资,文思信息技术,2006
联想投资,维塔士,2006
联想投资,人人公司（原千橡互动）,2006
联想投资,谱瑞集成电路,2006
联想投资,林洋新能源,2006
联想投资,联合汽车网(联合汽车俱乐部),2006
联想投资,广典传媒,2006
联想投资,高德软件,2006
联创策源,易查搜索,2006
联创策源,六间房,2006
联创策源,酷讯,2006
联创策源,酷讯,2006
联创策源,豆瓣网,2006
联创策源,Feedsky,2006
立元创投,康盛股份,2006
力合清源创投,维信诺,2006
力合清源创投,数码视讯,2006
力合清源创投,力合股份,2006
理伟斯资本,中国轴承,2006
里昂证券亚太恒富资本,上海栋华,2006
里昂证券亚太恒富资本,Great Speed Enterprises,2006
老虎基金,绿城,2006
老虎基金,互利文化传播,2006
老虎基金,互力健康传媒,2006
老虎基金,古杉,2006
老虎基金,东南融通,2006
老虎基金,宝业集团,2006
蓝山中国资本,鑫苑置业,2006
蓝山中国资本,海虹世康,2006
蓝山中国资本,ITAT,2006
蓝驰创投,聚力传媒(PPTV),2006
蓝驰创投,楚亚,2006
兰馨亚洲,运动100,2006
兰馨亚洲,武夷医药,2006
兰馨亚洲,微码营销,2006
兰馨亚洲,泰思,2006
兰馨亚洲,创新科,2006
宽带资本,世纪互联,2006
宽带资本,时光网,2006
凯优股权投资,金鹏集团,2006
凯鹏华盈,高德软件,2006
凯鹏华盈,敦煌网,2006
凯雷,佐罗网,2006
凯雷,中科智担保,2006
凯雷,中房森林别墅,2006
凯雷,上海华虹,2006
凯雷,凯擘,2006
凯雷,久游网,2006
凯雷,宏华集团,2006
凯雷,国际复合材料,2006
凯雷,分时传媒,2006
凯雷,安信地板,2006
凯华投资,亚洲网通,2006
开创高新投,重庆数码模,2006
君威投资,中信安,2006
君盛投资,兴业银行,2006
君盛投资,交通银行,2006
君华集团,君信通信,2006
九鼎投资,光宇蓄电池,2006
景林资产,太平洋保险,2006
景林资产,仁济医疗,2006
景林资产,交通银行,2006
经纬中国,奇虎360,2006
经纬中国,奇虎360,2006
经纬中国,爱帮网,2006
京东方,天利半导体,2006
晋汇投资,奇虎360,2006
晋汇投资,奇虎360,2006
金沙江创投,讯芯,2006
金沙江创投,学易科技,2006
金沙江创投,去哪儿,2006
金沙江创投,联合网视,2006
金沙江创投,晶能光电,2006
金沙江创投,晶宝利,2006
金沙江创投,晶宝利,2006
金沙江创投,国微技术,2006
金沙江创投,百合网,2006
金沙江创投,爱波网,2006
金沙江创投,GreatGate Network,2006
金沙江创投,e家家居,2006
捷鸿资本,江西赛维,2006
捷鸿资本,江西赛维,2006
捷鸿资本,江西赛维,2006
江苏省高投,盐城华业,2006
江苏省高投,盐城华业,2006
江苏省高投,红宝丽,2006
江苏高科投,天容集团,2006
江苏高科投,秋之友,2006
江苏高科投,励德世创,2006
江苏高科投,华夏光电,2006
江苏高科投,冠亚电源,2006
建银国际财富管理,中国智能交通,2006
建银国际财富管理,世茂房地产,2006
嘉银投资,水晶光电,2006
嘉银投资,康盛股份,2006
嘉吉投资,华道数据,2006
嘉吉投资,城隍庙置业,2006
嘉恒资本,中国生物制品（泰邦生物）,2006
嘉丰资本,易宝电子支付,2006
纪源资本,中国汽车网,2006
纪源资本,易才,2006
纪源资本,一茶一坐,2006
纪源资本,亚都,2006
纪源资本,土豆网,2006
纪源资本,上海新进,2006
纪源资本,全景视觉,2006
纪源资本,海辉软件,2006
纪源资本,超力高科,2006
集富亚洲,赢思软件（小I）,2006
集富亚洲,亿动广告传媒,2006
集富亚洲,乙太光电,2006
集富亚洲,玺诚传媒广告公司,2006
集富亚洲,玺诚传媒,2006
集富亚洲,玺诚传媒,2006
集富亚洲,土豆网,2006
集富亚洲,搜个够,2006
集富亚洲,上海新进,2006
集富亚洲,披披吉(PPG),2006
集富亚洲,捷开通讯,2006
集富亚洲,江西赛维,2006
集富亚洲,加拿大太阳能(阿特斯),2006
集富亚洲,海辉软件,2006
集富亚洲,敦煌网,2006
集富亚洲,佰嘉通,2006
集富亚洲,安博教育,2006
集富亚洲,3G门户网,2006
基美资本,高越传媒,2006
慧盛创投,杉德银卡通,2006
惠理基金,中国传动,2006
惠理基金,汇源,2006
汇睿资本,中国生物柴油,2006
汇睿资本,西洋肥业,2006
汇睿资本,唯晶科技,2006
汇睿资本,瑞安房地产,2006
汇睿资本,酷宝,2006
汇睿资本,加拿大太阳能(阿特斯),2006
汇睿资本,波司登,2006
汇发中国基金,中国传动,2006
汇发中国基金,汇源,2006
汇发中国基金,宏华集团,2006
辉立资本,圣马控股,2006
华平,中国银泰,2006
华平,中国银泰,2006
华平,智多微电子,2006
华平,郁金香传媒,2006
华平,悠景科技,2006
华平,悠景科技,2006
华平,悠景科技,2006
华平,阳光100,2006
华平,王府井百货,2006
华平,山东中轩,2006
华平,融科智地,2006
华平,绿城,2006
华平,蓝尼信,2006
华平,汇源,2006
华平,互芯集成电路,2006
华平,国美,2006
华平,7天,2006
华鸿创投集团,宏华集团,2006
华虹集团,楚亚,2006
华禾,罗维,2006
华工创投,上海团结普瑞玛,2006
华工创投,华森瑞达,2006
华登国际,银通,2006
华登国际,亿玛在线,2006
华登国际,世通华纳,2006
华登国际,三生制药,2006
华登国际,捷顶微电子,2006
华登国际,国微技术,2006
华登国际,广典传媒,2006
华登国际,格科微电子,2006
华登国际,高德软件,2006
华登国际,当当网,2006
华登国际,驰纵网络,2006
华登国际,车盟,2006
花旗创投,徐房集团,2006
花旗创投,林洋新能源,2006
花旗创投,柯莱特,2006
花旗创投,大宁国际商业广场,2006
花旗创投,巴黎春天百货,2006
花旗创投,巴黎春天百货,2006
湖南高新创投集团,宏梦卡通,2006
湖北高投,华中数控,2006
鸿元集团,新华保险,2006
虹远通信,君信通信,2006
虹信通信,君信通信,2006
红塔创投,烟台冰轮,2006
红塔创投,立得空间,2006
红杉,卓胜微电子,2006
红杉,众合,2006
红杉,中国绿线,2006
红杉,掌信彩通,2006
红杉,占座网,2006
红杉,亚申科技,2006
红杉,文思信息技术,2006
红杉,万普世纪,2006
红杉,穗彩软件,2006
红杉,数通世纪,2006
红杉,盛思新媒,2006
红杉,奇虎360,2006
红杉,奇虎360,2006
红杉,奇虎360,2006
红杉,利农,2006
红杉,蓝雪数码（绿豆蛙）,2006
红杉,柯慧网络,2006
红杉,康盛创想,2006
红杉,捷迅易付,2006
红杉,互动通,2006
红杉,宏梦卡通,2006
红杉,格科微电子,2006
红杉,高德软件,2006
红杉,点视传媒,2006
红杉,大众点评网,2006
红杉,比特彗星,2006
红杉,56网,2006
红杉,51.com,2006
红鼎创投,中国民间资本网,2006
红点投资,玺诚传媒广告公司,2006
红点投资,玺诚传媒,2006
红点投资,玺诚传媒,2006
红点投资,上海新进,2006
红点投资,奇虎360,2006
红点投资,卡当网,2006
红点投资,创毅视讯,2006
弘毅投资,中联重科,2006
弘毅投资,林洋新能源,2006
弘毅投资,巨石集团,2006
弘业投资,红宝丽,2006
弘明投资,红宝丽,2006
和通投资控股,玺诚传媒广告公司,2006
和通投资控股,东蓝数码,2006
和通国际,玺诚传媒,2006
浩然资本,居泰隆,2006
杭高投,康盛股份,2006
汉鼎亚太,玉柴工程机械,2006
汉鼎亚太,希尔顿酒店,2006
汉鼎亚太,瑞科网信,2006
海纳亚洲,佐罗网,2006
海纳亚洲,至尊租车,2006
海纳亚洲,易居中国,2006
海纳亚洲,一茶一坐,2006
海纳亚洲,延伸生物,2006
海纳亚洲,延申生物,2006
海纳亚洲,穗彩软件,2006
海纳亚洲,若邻网络,2006
海纳亚洲,蓝雪数码（绿豆蛙）,2006
海纳亚洲,畅讯科技,2006
海纳亚洲,奥泰医疗,2006
海纳亚洲,51.com,2006
海汇投资,金鹏集团,2006
海富通投资,海利得,2006
海富基金管理公司,长信科技,2006
海富基金管理公司,朗光电子,2006
海富基金管理公司,海源机械,2006
国投高科,海正化工,2006
国泰财富,星辰通信,2006
国泰财富,维达集团,2006
国泰财富,世通华纳,2006
国泰财富,世通华纳,2006
国泰财富,奥园地产,2006
国鸣投资,凯赛生物工程,2006
国际金融公司,中泉,2006
国际金融公司,浙江玻璃,2006
国际金融公司,伊普国际,2006
国际金融公司,阳光导航,2006
国际金融公司,新奥,2006
国际金融公司,融德资产,2006
国际金融公司,杭州联合银行,2006
国际金融公司,海螺水泥,2006
国际金融公司,海辉软件,2006
国际金融公司,大港新泉,2006
国际金融公司,北京证券,2006
广州科风投,金鹏集团,2006
广州科风投,达意隆,2006
广晟投资,中航信息,2006
广东科风投,格林美,2006
光速创投,银河传媒,2006
光速创投,天利半导体,2006
光速创投,乐拍,2006
光速创投,快钱网,2006
光速创投,艾诺威,2006
光大控股投资,应流集团,2006
光大控股投资,阳光纸业,2006
光大控股投资,金风科技,2006
光彩投资,海皮士,2006
戈壁,亿动广告传媒,2006
戈壁,玩网体育,2006
戈壁,世纪乐知,2006
戈壁,美迪尔,2006
戈壁,买软件网,2006
戈壁,龙拓互动,2006
戈壁,羚邦,2006
戈壁,灵图,2006
戈壁,汉辰科技,2006
戈壁,DMG,2006
高原资本,奇虎360,2006
高通,德信软件,2006
高通,德硕半导体,2006
高盛,中国汽车网,2006
高盛,阳之光,2006
高盛,亚申科技,2006
高盛,兴达钢帘线,2006
高盛,西部矿业,2006
高盛,太子奶集团,2006
高盛,双汇发展,2006
高盛,美的集团,2006
高盛,凯赛生物工程,2006
高盛,工银国际,2006
高盛,21世纪中国不动产,2006
富鑫国际,展讯,2006
富通投资,昇立化工,2006
富兰克林邓普顿投资,中国传动,2006
富达亚洲,药明康德,2006
富达亚洲,联合网视,2006
富达亚洲,CDP,2006
复星谱润,水晶光电,2006
复星谱润,神力科技,2006
飞利凯睿,酷鹏网,2006
泛大西洋资本,人人公司（原千橡互动）,2006
法拉龙资本,易居中国,2006
法拉龙资本,迪岸传媒,2006
恩颐投资,中国绿线,2006
恩颐投资,展讯,2006
恩颐投资,视信世纪,2006
恩颐投资,上海新进,2006
恩颐投资,连连科技,2006
恩颐投资,红孩子,2006
恩颐投资,百合网,2006
东亚投资,世纪互联,2006
东盟-中国投资基金,扬子江造船,2006
东湖创投,武汉石油,2006
东湖创投,武汉健民,2006
东湖创投,武大弘元,2006
东方汇富,华锐风电,2006
东方富海,彩虹精化,2006
鼎鑫资本,碧水源,2006
鼎晖投资,应流集团,2006
鼎晖投资,双汇发展,2006
鼎晖投资,江西赛维,2006
鼎晖投资,华源制药,2006
鼎晖投资,华地国际控股,2006
鼎晖投资,海大集团,2006
鼎晖投资,迪信通,2006
鼎晖投资,慈铭,2006
鼎晖创投,中博传媒,2006
鼎晖创投,亿玛在线,2006
鼎晖创投,新力传媒(YOHO),2006
鼎晖创投,世通华纳,2006
鼎晖创投,奇虎360,2006
鼎晖创投,奇虎360,2006
鼎晖创投,江西赛维,2006
鼎晖创投,火石软件,2006
鼎晖创投,华道数据,2006
鼎晖创投,海大集团,2006
顶峰投资,径点科技,2006
蝶龙商务咨询,51汽车,2006
德同资本,掌上明珠,2006
德同资本,威望科技,2006
德同资本,乐拍,2006
德同资本,东方标准,2006
德同资本,车盟,2006
德同资本,超力高科,2006
德同资本,百泰传媒,2006
德同资本,51汽车,2006
德丰杰龙脉中国基金,易宝电子支付,2006
德丰杰龙脉中国基金,通卡网络,2006
德丰杰龙脉中国基金,弥亚微,2006
德丰杰龙脉中国基金,达晖飞码,2006
德丰杰,易宝电子支付,2006
德丰杰,通卡网络,2006
德丰杰,弥亚微,2006
德丰杰,方泰电子,2006
淡马锡,英利太阳能,2006
淡马锡,新宇亨得利,2006
淡马锡,绿城,2006
淡马锡,连连科技,2006
大中华资本,上海新进,2006
大华投资,药明康德,2006
大华投资,昇立化工,2006
大华投资,工银国际,2006
大和企业投资,联都实业,2006
大和企业投资,DMG,2006
达晨创投,圣农发展,2006
达晨创投,金百泽,2006
达晨创投,华工百川,2006
达比海外,Shayne,2006
创新资本,深圳宇康,2006
创东方,隆泰微波热工,2006
创东方,国英种业,2006
崇德投资,中电光伏,2006
崇德投资,易居中国,2006
崇德投资,蓝心医药,2006
崇德投资,凯赛生物工程,2006
崇德投资,江西赛维,2006
崇德投资,安东石油,2006
诚信创投,国星光电,2006
诚信创投,高盟新材,2006
诚信创投,东材科技,2006
成为,舜宇光学,2006
成为,世通华纳,2006
成为,篱笆网,2006
成为,安东石油,2006
成都创投,时代科技,2006
晨兴集团,占座网,2006
晨兴集团,康肽德（上海）,2006
晨兴集团,康达医药,2006
晨兴集团,互力健康传媒,2006
晨兴创投,万维联讯,2006
晨兴创投,途达科技,2006
晨兴创投,搜拍,2006
晨兴创投,晶宝利,2006
晨兴创投,晶宝利,2006
晨兴创投,和家网,2006
晨兴创投,德肽生物,2006
晨兴创投,安普,2006
辰能风投,九洲电气,2006
辰能风投,光宇蓄电池,2006
辰能风投,工大环保,2006
常春藤资本,江西赛维,2006
常春藤资本,江西赛维,2006
常春藤资本,格科微电子,2006
查尔斯河,网友天下,2006
博智金融,新华保险,2006
铂源资本,东蓝数码,2006
毕思高,灵图,2006
贝塔斯曼亚洲投资基金,新力传媒(YOHO),2006
贝尔,汉辰科技,2006
贝尔,分贝网,2006
贝恩资本,中视金桥,2006
贝恩资本,纷美包装（原泉林包装）,2006
贝恩资本,飞翔化工,2006
北京自来水集团,华新源再生水,2006
北京科技风投,华新源再生水,2006
北京科技风投,福龙生物,2006
北京工业发展投资,京东方,2006
北京创投,海正化工,2006
北极光,展讯,2006
北极光,红孩子,2006
北极光,高维视讯(MySee),2006
北极光,成都杰华,2006
北极光,百合网,2006
北极光,艾诺威,2006
半岛投资,快钱网,2006
柏尚投资,易登网,2006
柏尚投资,辐技威,2006
百奥维达中国,中信医药,2006
百奥维达中国,延伸生物,2006
百奥维达中国,延申生物,2006
百奥维达中国,蓝心医药,2006
百奥维达中国,凯赛生物工程,2006
百奥维达中国,凯赛生物工程,2006
霸菱亚洲,盈德气体,2006
霸菱亚洲,亚德客,2006
霸菱亚洲,敏实集团,2006
霸菱亚洲,恒鼎实业,2006
奥迈资本,高德软件,2006
翱科创投,易车网,2006
翱科创投,易车网,2006
安石投资,亚洲网通,2006
安盛亚洲,宜搜,2006
"Weston & Co. VII, LL",奇虎360,2006
W.R. Hambrecht,易宝电子支付,2006
Venrock,上海新进,2006
Venrock,波士顿动力电池,2006
UMC Capital,谱瑞集成电路,2006
TVG,亚太安迅,2006
Trillion Rich,思念食品,2006
Transcosmos Investments,六间房,2006
TJC,国际煤机,2006
TCV,人人公司（原千橡互动）,2006
Storm Ventures,达晖飞码,2006
Starwood,锦江酒店,2006
StartupCV,蔚蓝网,2006
Sierra,芯原,2006
Sierra,DMG,2006
Scion Capital,浙江玻璃,2006
RRE,捷银,2006
RRE,捷银,2006
Quantum Asset Management,武夷医药,2006
Pope,武夷医药,2006
Pope,汇银家电,2006
