from,to,time
红杉 ,唯品会 ,2012
光大金控 ,阳光照明 ,2012
SK中国 ,聚尚网 ,2012
IDG资本 ,聚尚网 ,2012
DCM资本 ,唯品会 ,2012
DCM资本 ,唯品会 ,2012
亚商资本 ,雅视科技 ,2012
盛世金牛 ,雅视科技 ,2012
深圳叁壹投资 ,雅视科技 ,2012
上海万融投资 ,雅视科技 ,2012
南方资产 ,北京银行 ,2012
康成亨投资 ,雅视科技 ,2012
开源投资 【构建中】,北京银行 ,2012
九鼎投资 ,昌泰实业 ,2012
海纳亚洲 ,拍鞋网 ,2012
国投集团 ,北京银行 ,2012
高特佳 ,雅视科技 ,2012
高盛 ,拍鞋网 ,2012
东方赛富 ,雅视科技 ,2012
西部优势资本 ,世纪恒通 ,2012
科祥股权投资 ,同立传播 ,2012
君盛投资 ,世纪恒通 ,2012
好望角投资 ,同立传播 ,2012
力鼎资本 ,三星生态农业 ,2012
黄河三角洲产业投资 ,万通液压 ,2012
湖北高投 ,万通液压 ,2012
宝金国际投资 ,兴邦产业 ,2012
永安信 ,湖南怀化项目 【构建中】,2012
通用投资 ,陇神戎发 ,2012
东证融通 ,陇神戎发 ,2012
南京高科新创 ,优科生物 ,2012
甲子海汇 ,多购网 ,2012
和灵资本 ,多购网 ,2012
国泰君安创新投 ,天天新报传媒 ,2012
力鼎资本 ,吉盟珠宝 ,2012
力鼎资本 ,吉盟珠宝 ,2012
重庆科风投 ,扬子粉末 ,2012
中信产业基金 ,赶集网 ,2012
中路资本 ,中交科技 ,2012
中路资本 ,网营科技 ,2012
中路资本 ,福瑞通科技 ,2012
中国微博开发者创新基金 ,快书包 ,2012
中国风投 ,怡文环境 ,2012
中国风投 ,怡文环境 ,2012
中国风投 ,博曼迪汽车 ,2012
中关村创投 ,忆恒创源,2012
中鼎资本 ,利德浆料 ,2012
致景投资 ,诺文科技 ,2012
真格基金 ,优曼家纺 ,2012
真格基金 ,第9课堂 ,2012
浙商创投 ,博曼迪汽车 ,2012
长城国汇投资 ,天目山药业 ,2012
长城国汇投资 ,天目山药业 ,2012
优势资本 ,中交科技 ,2012
优势资本 ,中交科技 ,2012
涌铧投资 ,福瑞通科技 ,2012
英飞尼迪 ,忆恒创源,2012
新沃资本 ,三合源置业 ,2012
新沃资本 ,三合源置业 ,2012
新沃资本 ,三合源置业 ,2012
祥峰集团 ,美乐乐 ,2012
险峰华兴 ,美乐乐 ,2012
同创伟业 ,金卓农业 ,2012
天翼资本 ,博曼迪汽车 ,2012
天图资本 ,江苏众灜 ,2012
泰发基金 ,锦绣天地项目 ,2012
松禾资本 ,尚酷美欣 ,2012
四维资本 ,深圳安琪食品 ,2012
深圳创新投 ,远信科技 ,2012
青松基金 ,优曼家纺 ,2012
青松基金 ,第9课堂 ,2012
启明创投 ,TutorGroup ,2012
启明创投 ,TutorABC ,2012
启迪创投 ,迅光达 ,2012
启迪创投 ,快牙 ,2012
启迪创投 ,百玩 ,2012
联想之星 ,可滋泉 ,2012
莱恩资本 ,美乐乐 ,2012
凯旋创投 ,NanoH2O ,2012
浚源资本 ,瑞特股份 ,2012
君联资本 ,乐逗游戏 ,2012
九合创投 ,考拉迷你仓 【构建中】,2012
纪源资本 ,众趣 ,2012
湖南高新创投集团 ,正中制药机械 ,2012
湖南高新创投集团 ,长城军工 ,2012
红杉 ,导航犬 ,2012
红点投资 ,炫一下 ,2012
红点投资 ,乐逗游戏 ,2012
红点投资 ,多盟 ,2012
海银资本 ,瑞众游戏 ,2012
海纳亚洲 ,字节跳动 ,2012
光速创投 ,美乐乐 ,2012
高特佳 ,新旭发机械 ,2012
高特佳 ,销邦科技 ,2012
高特佳 ,销邦科技 ,2012
高特佳 ,合肥杰事杰 ,2012
复星创富 ,草原宏宝 ,2012
东方富海 ,蓝色火焰 ,2012
东方富海 ,精诚达 ,2012
东方富海 ,精诚达 ,2012
鼎晖投资 ,谢瑞麟珠宝 ,2012
鼎晖创投 ,嘉华丽康 ,2012
德同资本 ,怡文环境 ,2012
大连国创投资 ,汉华航空 ,2012
达泰资本 ,地平线石油天然气 ,2012
晨兴创投 ,食神摇摇 ,2012
秉鸿资本 ,利德浆料 ,2012
阿米巴资本 ,美食行 ,2012
KTB ,美乐乐 ,2012
K2基金 ,信恩科技 ,2012
CyberAgent Ventures ,TutorGroup ,2012
时代伯乐 ,太阳城户外用品 ,2012
时代伯乐 ,太阳城户外用品 ,2012
淡马锡 ,昆仑能源 ,2012
RRJ Capital ,昆仑能源 ,2012
瑞艾林投资 ,德豪润达 ,2012
诺晟投资 ,歌尔声学 ,2012
硅谷天堂 ,德豪润达 ,2012
鼎峰投资 ,歌尔声学 ,2012
德信资本 ,名门·风光城市广场项目 ,2012
北京国际信托 ,德豪润达 ,2012
爱信投资 ,德豪润达 ,2012
中科招商 ,天地壹号 ,2012
银瑞达 ,CDP ,2012
深圳创新投 ,天地壹号 ,2012
深圳创新投 ,天地壹号 ,2012
宽带资本 ,CDP ,2012
华禾投资 ,CDP ,2012
河山资本 ,祥阁地产 ,2012
海达投资 ,泰禾光电科技 ,2012
海达投资 ,泰禾光电科技 ,2012
东方盛富创投 ,天地壹号 ,2012
君盛投资 ,金牛工贸 ,2012
杰夫基金 ,金牛工贸 ,2012
清科创投 ,铁皮人 ,2012
联想之星 ,铁皮人 ,2012
经纬中国 ,口袋购物 ,2012
和光投资 ,兰迪玻璃 ,2012
国富投资 ,川润股份 ,2012
光大金控 ,川润股份 ,2012
达晨创投 ,山西山宝 ,2012
成为资本 ,口袋购物 ,2012
卡贝基金资本 ,天堂卡通 ,2012
京道产业投资基金管理公司 ,德能节能科技 ,2012
和君资本 ,网中网软件 ,2012
CVC ,万全医药 ,2012
盈开投资 ,嘉源华 ,2012
赛伯乐 ,中玉农业 ,2012
华鑫盈信 ,兴民钢圈 ,2012
华鑫盈信 ,兴民钢圈 ,2012
华鑫盈信 ,兴民钢圈 ,2012
Vista Equity Partners ,中华网软件 ,2012
KKR ,中国脐带血库 ,2012
法国战略投资基金 【构建中】,天际网 ,2012
安联基金投资 ,天际网 ,2012
Jefferies ,天际网 ,2012
元年投资 ,凯因科技 ,2012
赛伯乐 ,凯因科技 ,2012
君联资本 ,凯因科技 ,2012
海通开元 ,凯因科技 ,2012
中科招商 ,茁壮网络 ,2012
雅戈尔投资 ,金正大 ,2012
西安投资控股 ,陕西国际信托 ,2012
中信产业基金 ,普茨迈斯特 ,2012
银江投资 ,随视传媒 ,2012
华犇创投 ,随视传媒 ,2012
汉理资本 ,飞立传播 ,2012
同创伟业 ,大地装备 ,2012
日亚投资 ,大地装备 ,2012
达晨创投 ,灵动快拍 ,2012
中新创投 ,玉森新药 ,2012
时代伯乐 ,华大水产 ,2012
时代伯乐 ,华大水产 ,2012
深圳创新投 ,天绎智能 ,2012
华夏信诺资本 ,海天实业 ,2012
华睿投资 ,玉森新药 ,2012
海达投资 ,玉森新药 ,2012
硅谷天堂 ,海天实业 ,2012
大正元资本 ,泰玛科技 ,2012
西安经济技术开发区资产投资 ,欣龙 ,2012
时代伯乐 ,金翼蛋品 ,2012
时代伯乐 ,金翼蛋品 ,2012
瑞艾林投资 ,欣龙 ,2012
华威国际 ,丁丁网 ,2012
海通开元 ,金翼蛋品 ,2012
风和投资 ,丁丁网 ,2012
英特尔投资 ,直真科技 ,2012
协立投资 ,富贵鸟 ,2012
世纪天富创投 ,富贵鸟 ,2012
立达资本 ,麦迪克斯 ,2012
力鼎资本 ,富贵鸟 ,2012
力鼎资本 ,富贵鸟 ,2012
力鼎资本 ,富贵鸟 ,2012
力鼎资本 ,富贵鸟 ,2012
河南百瑞力鼎 ,富贵鸟 ,2012
创东方 ,递家物流 ,2012
中金 ,乐蜂网 ,2012
宽带资本 ,乐蜂网 ,2012
君盛投资 ,网信联通 ,2012
红杉 ,安科兴业 ,2012
远致投资 ,前海股权交易中心 ,2012
太盟投资集团 ,海通证券 ,2012
思佰益 ,海通证券 ,2012
深圳创新投 ,前海股权交易中心 ,2012
华夏天元 ,恒天天鹅 ,2012
国信弘盛 ,前海股权交易中心 ,2012
Oman Investment Fund ,海通证券 ,2012
D.E.Shaw ,海通证券 ,2012
中逸盈泰创投 ,众恒光电 ,2012
通江资本 ,奢控网 ,2012
融创投资 ,众恒光电 ,2012
金沙江创投 ,诺心 ,2012
华光资本 ,诺心 ,2012
彩虹创投 ,众恒光电 ,2012
启明创投 ,云游控股 ,2012
TA Associates ,云游控股 ,2012
Ignition ,云游控股 ,2012
世纪方舟 ,新得力食品 ,2012
深圳创新投 ,九合天下 ,2012
达晨创投 ,哎呀呀 ,2012
财晟投资 ,天水众兴 ,2012
重庆科风投 ,重庆斯泰克材料技术 ,2012
中路资本 ,悦目化妆品 ,2012
中路资本 ,玺睿网络（小I） ,2012
中路资本 ,名胜信息 ,2012
中科招商 ,武汉合缘 ,2012
中国风投 ,康达机电 ,2012
中国风投 ,康达机电 ,2012
中国风投 ,康达机电 ,2012
真格基金 ,摇摇招车 ,2012
浙商创投 ,思路迪 ,2012
浙商创投 ,老树根油茶 ,2012
兴业资本 ,四创软件 ,2012
信中利 ,康达机电 ,2012
信保（天津）股权投资 ,雅驰置业 ,2012
信保（天津）股权投资 ,保利鑫诚地产 ,2012
唯通资本 ,武汉合缘 ,2012
同创伟业 ,赛文游悦 ,2012
天使湾创投 ,兴合电商 ,2012
松禾资本 ,世纪安软 ,2012
盛宇投资 ,花王园艺 ,2012
盛大资本 ,摩摩信息 ,2012
深圳创新投 ,尚格集团 ,2012
上海市大学生科技创业基金会 ,英莫信息 ,2012
上海市大学生科技创业基金会 ,涂吧网 ,2012
仁和金砂 ,敬业农业 ,2012
景林投资 ,孩子王 ,2012
基石基金管理 ,博深 ,2012
华澳资本 ,赛丽图新材料 ,2012
红杉 ,摇摇招车 ,2012
荷多投资 ,闪传 ,2012
海邦投资 ,强特生物 ,2012
光大安石 ,远洋·万和城 ,2012
光大安石 ,远洋·普福 ,2012
共赢资本 ,闵光房地产 ,2012
高特佳 ,联创电子 ,2012
富厚投资 ,来来网 ,2012
道杰资本 ,上海生态家 ,2012
晨兴创投 ,多看科技 ,2012
百富源资本 ,济海医疗 ,2012
百富源资本 ,北大之路 ,2012
TCL创投 ,赛丽图新材料 ,2012
IDG资本 ,智拓通达 ,2012
IDG资本 ,云成互动 【构建中】,2012
IDG资本 ,云测网络科技 ,2012
500 Startups ,巨鹿移动 ,2012
华平 ,时代天使生物 ,2012
合众集团 ,Trimco ,2012
久奕资本 ,淳瑞科技 ,2012
国润创投 ,胜景山河 ,2012
津杉资本 ,沧州明珠 ,2012
华夏天元 ,沧州明珠 ,2012
中金佳成 ,天喔国际 ,2012
正达联合投资 ,绿雨种业 ,2012
银泰资本 ,寺库网 ,2012
亚欧创投 ,黄河数字 ,2012
橡树投资 ,上舜照明 ,2012
盛世金牛 ,绿雨种业 ,2012
森合投资 ,寺库网 ,2012
启赋创投 ,宁远科技 ,2012
平安创新资本 ,亚盛实业 ,2012
金沙江创投 ,上舜照明 ,2012
恒隆股权投资 ,黄河数字 ,2012
冠亚投资 ,龙岩华锐 ,2012
冠亚投资 ,龙岩华锐 ,2012
创东方 ,金恒数控 ,2012
贝塔斯曼亚洲投资基金 ,寺库网 ,2012
IDG资本 ,寺库网 ,2012
中信资本 ,天溢果业（森美） ,2012
赛伯乐 ,华洁新能源 ,2012
安益资本 ,迈斯克食品 ,2012
国发创投 ,艾隆科技 ,2012
大连国创投资 ,胜利广场 ,2012
亚商资本 ,掌誉网络科技 ,2012
上海市大学生科技创业基金会 ,掌誉网络科技 ,2012
启迪创投 ,沃捷传媒 ,2012
戈壁 ,掌誉网络科技 ,2012
盛世神州 ,苏州昂内·梧桐墅项目 ,2012
盛世神州 ,苏州昂内·梧桐墅项目 ,2012
高能资本 ,盛和稀土 ,2012
高能资本 ,盛和稀土 ,2012
源德汇金创投 ,大唐电信 ,2012
腾讯产业共赢基金 ,同程网 ,2012
上创信德 ,大唐电信 ,2012
上创新微 ,大唐电信 ,2012
君联资本 ,乐动卓越 ,2012
大唐投资 ,大唐电信 ,2012
亚洲资本联盟 ,尚客优 ,2012
天堂硅谷 ,中科三环高技术 ,2012
华夏天元 ,中科三环高技术 ,2012
华澳资本 ,康泰生物 ,2012
光大金控 ,中科三环高技术 ,2012
光大金控 ,信威通信 ,2012
大正元资本 ,信威通信 ,2012
光速创投 ,途家网 ,2012
鼎晖创投 ,途家网 ,2012
元禾控股 ,超华科技 ,2012
西藏瑞华投资 ,超华科技 ,2012
天亿投资 ,杰亦特信息科技 ,2012
上海创投 ,杰亦特信息科技 ,2012
凯石投资 ,超华科技 ,2012
汇通盈富 ,格瑞卫康 ,2012
达晨创投 ,星展测控 ,2012
中国文化产业投资 ,中投视讯 ,2012
中国文化产业投资 ,骏梦游戏 ,2012
中国文化产业投资 ,华数传媒 ,2012
深圳基石资本 ,华瑞电器 ,2012
创业接力基金 ,恒耐陶瓷 ,2012
博大环球创投 ,育才苑教育 ,2012
北极光 ,骏梦游戏 ,2012
红十三投资 ,鑫万福 ,2012
同创伟业 ,久日化学 ,2012
青云创投 ,中交科技 ,2012
红杉 ,悦康药业 ,2012
贝雅亚洲 ,冰熊 ,2012
西藏瑞华投资 ,南洋科技 ,2012
凯石投资 ,南洋科技 ,2012
弘毅投资 ,海昌控股 ,2012
信中利 ,中国诚信 ,2012
龙柏宏易资本 ,南京惠通 ,2012
国科投资 ,中科创新 ,2012
国科投资 ,中科创新 ,2012
时代伯乐 ,天泽盈丰 ,2012
时代伯乐 ,天泽盈丰 ,2012
时代伯乐 ,安顺生物科技 ,2012
时代伯乐 ,安顺生物科技 ,2012
深圳基石资本 ,山东美多集团 ,2012
深圳基石资本 ,山东美多集团 ,2012
中国风投 ,讯强电子 ,2012
信中利 ,法尔之星 ,2012
威特投资 ,江苏某机械制造公司 【构建中】,2012
达泰资本 ,江苏某机械制造公司 【构建中】,2012
达泰资本 ,江苏某机械制造公司 【构建中】,2012
重庆科风投 ,汉雪科技 ,2012
长青资本 ,优乐股份 ,2012
信中利 ,承兴国际 ,2012
日亚投资 ,智诚光学 ,2012
冠亚投资 ,智诚光学 ,2012
富坤创投 ,智诚光学 ,2012
深圳创新投 ,东方市政园林 ,2012
中小企业基金发展集团 ,新傲 ,2012
摩根凯瑞资本 ,布丁酒店连锁 ,2012
联升资本 ,新傲 ,2012
君联资本 ,布丁酒店连锁 ,2012
建信投资 ,布丁酒店连锁 ,2012
富海银涛 ,众鸿科技 ,2012
富达投资 ,布丁酒店连锁 ,2012
KTB ,布丁酒店连锁 ,2012
紫槐资本 ,鹰峰电子 ,2012
中信资本 ,环球租赁 ,2012
中路资本 ,格瑞展泰 ,2012
中科物联 ,华瑛微电子 ,2012
中金创新资本 ,湖南茶业 ,2012
中国微博开发者创新基金 ,全景调研 ,2012
真格基金 ,大姨吗 ,2012
浙商创投 ,创泰科技 ,2012
招商昆仑 ,天康生物 ,2012
元祥投资 ,4399.com ,2012
元禾控股 ,德邦装备 ,2012
信保（天津）股权投资 ,大连红旗房地产 ,2012
信保（天津）股权投资 ,保利（德阳）实业 ,2012
信保（天津）股权投资 ,保利（德阳）房地产 ,2012
新天际创展 ,同辉佳视 ,2012
祥峰集团 ,有货 ,2012
万嘉创投 ,光影华视 ,2012
同威创投 ,博瑞得科技 ,2012
同威创投 ,博瑞得科技 ,2012
同道创业 ,厦门乐创 ,2012
天使湾创投 ,火花TV ,2012
松禾资本 ,博瑞得科技 ,2012
神华资本 ,成纪生物药业 ,2012
深圳创新投 ,世纪之声传媒 ,2012
深圳创新投 ,杰丰果业 【构建中】,2012
深圳创新投 ,4399.com ,2012
上海双阳投资中心 ,4399.com ,2012
上海创投管理 ,中健农超 ,2012
融源资本 ,绿能控股集团 ,2012
青松基金 ,上海江游 ,2012
青松基金 ,美美豆 ,2012
启明创投 ,Forgame集团 ,2012
平安创新 ,工程师爸爸 ,2012
龙柏宏易资本 ,4399.com ,2012
力合清源创投 ,源兴果品 ,2012
力合清源创投 ,比科斯 ,2012
力鼎资本 ,天圣制药 ,2012
乐搏资本 ,光影华视 ,2012
朗玛峰创投 ,同辉佳视 ,2012
君联资本 ,好买财富 ,2012
君联资本 ,车王认证二手车超市 ,2012
九合创投 ,V电影 ,2012
金沙江创投 ,盒子支付 ,2012
江南资本 ,KK唱响 ,2012
架桥投资 ,摩奇 ,2012
华映资本中国 ,寅酷游戏 ,2012
华映资本中国 ,铁人网络（PP助手） ,2012
华平 ,中国生物制品 ,2012
华鼎投资 ,4399.com ,2012
华鼎投资 ,4399.com ,2012
华犇创投 ,优宝生物 ,2012
红天创投 ,4399.com ,2012
弘信创业 ,4399.com ,2012
荷多投资 ,好友美食 ,2012
和光投资 ,天圣制药 ,2012
海银资本 ,音贝网 ,2012
海银资本 ,新影数讯 ,2012
海银资本 ,乐荐网络 ,2012
海银资本 ,好友美食 ,2012
海纳亚洲 ,飞恩微电子 ,2012
海纳亚洲 ,车王认证二手车超市 ,2012
海富基金管理公司 ,金科建筑清运 ,2012
光大安石 ,长辛店住宅项目 ,2012
光大安石 ,天津静海团泊湖项目 ,2012
冠亚投资 ,精研科技 ,2012
冠亚投资 ,经纬轨交 ,2012
固德银赛 ,巨正环保 ,2012
戈壁 ,够快 ,2012
复星创富 ,法兰泰克 ,2012
都瑞投资 ,易唐网 ,2012
东方富海 ,兴茂钛业 ,2012
东方富海 ,兴茂钛业 ,2012
东方富海 ,今天国际 ,2012
鼎晖投资 ,有货 ,2012
德迅投资 ,悦然心动 ,2012
德迅投资 ,圈聚科技 ,2012
旦恩创投 ,云联网络 ,2012
创业接力基金 ,瑞一医药 ,2012
传媒梦工场 ,知微 ,2012
晨兴创投 ,Civo ,2012
贝塔斯曼亚洲投资基金 ,有货 ,2012
贝客投资 ,4399.com ,2012
贝客投资 ,4399.com ,2012
北极光 ,骏梦游戏 ,2012
爱游投资 ,4399.com ,2012
TA Associates ,Forgame集团 ,2012
Ignition ,Forgame集团 ,2012
Atomico ,盒子支付 ,2012
招商湘江 ,天翼视讯 ,2012
招商局中国基金 ,天翼视讯 ,2012
中科招商 ,华润通光电 ,2012
中科招商 ,华润通光电 ,2012
银河投资 ,康得新 ,2012
亚太企业投资 ,广州城电 ,2012
天堂硅谷 ,兴发弹簧 【构建中】,2012
天堂硅谷 ,兴发弹簧 【构建中】,2012
天堂硅谷 ,兴发弹簧 【构建中】,2012
嘉华沣沅 【构建中】,康得新 ,2012
和君资本 ,华润通光电 ,2012
富海银涛 ,湖州金泰科技 ,2012
道天投资 ,华润通光电 ,2012
顺为基金 ,小米科技 ,2012
数字天空技术 ,小米科技 ,2012
上海大新华 ,爱建 ,2012
启明创投 ,小米科技 ,2012
国信弘盛 ,江西国化 ,2012
高通 ,小米科技 ,2012
淡马锡 ,小米科技 ,2012
创东方 ,江西国化 ,2012
晨兴创投 ,小米科技 ,2012
IDG资本 ,小米科技 ,2012
融创投资 ,古瑞瓦特 ,2012
蓝桥资产 ,古瑞瓦特 ,2012
孚威创投 ,君德同创 ,2012
秉德资本 ,君德同创 ,2012
天源科创 ,迪诺环保 ,2012
盛世金牛 ,桑铌科技 ,2012
软银中国 ,凯强力 ,2012
六安高科创投 ,载丰新材料 ,2012
建银国际财富管理 ,膨润矿业 ,2012
建银国际财富管理 ,龙华竹业 ,2012
汇山富投资 ,京鹏科技 ,2012
淮南创投 ,顺辉锚固 ,2012
淮南创投 ,润成科技 ,2012
厚生投资 ,京鹏科技 ,2012
富丽投资 ,广印堂 ,2012
安益资本 ,杰锋汽车 ,2012
安徽创投 ,皖投新辉光电 ,2012
中融鼎新 ,雅润传播 ,2012
盛世景投资 ,宏源证券 ,2012
时代伯乐 ,康迪尔 ,2012
时代伯乐 ,康迪尔 ,2012
德信资本 ,汇荣时代广场项目 ,2012
深圳创新投 ,爱侣 ,2012
上海永宣 ,爱侣 ,2012
山东高新投 ,双轮股份 ,2012
中泰国安 ,奥德堡电梯 ,2012
真格基金 ,拓词 ,2012
礼来亚洲基金 ,联亚药业 ,2012
戈壁 ,黄道科技 ,2012
英特尔投资 ,佳品网（星河风尚） ,2012
盘古创富 ,安沃传媒 ,2012
Translink资本 ,安沃传媒 ,2012
中证大道 ,柏星龙包装 ,2012
嫣颖股权投资 ,柏星龙包装 ,2012
盛彦舟合 ,丰越环保 ,2012
盛万投资 ,丰越环保 ,2012
清科创投 ,卡尔维 ,2012
龙柏宏易资本 ,柏星龙包装 ,2012
久奕资本 ,徕木电子 ,2012
高达资本 ,丰越环保 ,2012
古玉资本 ,和顺环保 ,2012
招商湘江 ,钖涛化工 ,2012
沐思 ,千百度 ,2012
国信弘盛 ,巴迈隆木业 ,2012
CVC ,千百度 ,2012
CCC ,千百度 ,2012
住友亚洲 ,魔友 ,2012
招商昆仑 ,青松建化 ,2012
威士曼 ,科润留学 ,2012
世铭投资 ,魔友 ,2012
深圳创新投 ,红塔红土 ,2012
凯繁 ,魔友 ,2012
九鼎投资 ,金象化工 ,2012
景林投资 ,福田汽车 ,2012
中金创新资本 ,开特汽车电子电器系统 ,2012
深圳创新投 ,星河博纳 ,2012
深圳创新投 ,漫步者文化传播 ,2012
上海永宣 ,Majestic Godl Corp. ,2012
凯鹏华盈 ,游戏币 ,2012
广东文化产业投资 ,闪购 ,2012
固德银赛 ,开特汽车电子电器系统 ,2012
固德银赛 ,和远气体 ,2012
纪源资本 ,安洁士 ,2012
软银中国 ,太鲁科技 ,2012
软银中国 ,爱视科技 ,2012
纪源资本 ,阿狸 ,2012
君盛投资 ,合纵科技 ,2012
宝金国际投资 ,德志实业 ,2012
中企高达基金管理 ,天马集团 ,2012
中企高达基金管理 ,天马集团 ,2012
中城投资 ,橘韵投资 ,2012
软银中国 ,蜘蛛网 ,2012
北极光 ,众力通源 ,2012
重庆科风投 ,新中天环保 ,2012
长友基金 ,游道易 ,2012
亚商资本 ,丝路数字视觉 ,2012
蜀祥创投 ,银河建化 ,2012
深圳基石资本 ,丝路数字视觉 ,2012
冠亚投资 ,佛瑞达 ,2012
东方盛富创投 ,丝路数字视觉 ,2012
德同资本 ,新中天环保 ,2012
杰标 ,华夏满天星 ,2012
慧柏投资 ,中国有色矿业 ,2012
国发创投 ,赛伍技术 ,2012
瑞士银行 ,包钢稀土 ,2012
中路资本 ,稀品网 ,2012
中金创新资本 ,良方制药 ,2012
中金创新资本 ,宝舜化工 ,2012
中宏伦新能源投资 ,百草堂中药饮片 ,2012
云锋基金 ,友宝 ,2012
元禾控股 ,新炎龙 ,2012
元禾控股 ,喜果绿化 ,2012
兴业资本 ,新泰阳 ,2012
兴业资本 ,锐达互动 ,2012
信保（天津）股权投资 ,雅驰置业 ,2012
信保（天津）股权投资 ,成都保丰投资 ,2012
馨兰投资 ,新绿牛业 ,2012
维梧 ,景峰制药 ,2012
维思资本 ,花间堂 ,2012
同创伟业 ,景峰制药 ,2012
天图资本 ,凯臣服饰 ,2012
天创资本 ,泰恩博能 ,2012
腾讯产业共赢基金 ,苏摩科技 ,2012
泰发基金 ,坤湖丽舍项目 ,2012
松禾资本 ,柔宇科技 ,2012
深圳创新投 ,柔宇科技 ,2012
赛富投资基金 ,瑞金麟 ,2012
融翼资本 ,网趣宝贝 ,2012
融翼资本 ,出发咯 ,2012
清科创投 ,融360 ,2012
启迪创投 ,岱勒新材 ,2012
鄱阳湖资本 ,白银有色集团 ,2012
力合清源创投 ,思坦仪器 ,2012
力合清源创投 ,贝瑞康生物科技 ,2012
科桥投资 ,富盛科技 ,2012
凯鹏华盈 ,融360 ,2012
景林投资 ,依波路 ,2012
景林投资 ,景峰制药 ,2012
江苏高科投 ,施瑞迪能源 【构建中】,2012
江苏高科投 ,施瑞迪能源 【构建中】,2012
红杉 ,新经典文化 ,2012
红点投资 ,在路上 ,2012
荷多投资 ,白夜科技 ,2012
国富源投资 ,掌付通 ,2012
广东风险投资 ,粤商控股 ,2012
广东风险投资 ,慧康精密仪器 ,2012
光速创投 ,融360 ,2012
光速创投 ,火花TV ,2012
高特佳 ,仲衍种业 ,2012
高特佳 ,仲衍种业 ,2012
复星创富 ,成信绿集成 ,2012
点石投资 ,真趣网络 ,2012
创东方 ,广汇汽车 ,2012
TPG ,兴中注塑 ,2012
天图资本 ,曼卡龙珠宝 ,2012
凯雷 ,桔子酒店 ,2012
国信弘盛 ,施美康药业 ,2012
地平线投资 ,首创光伏 ,2012
博叡创投 ,盛阳科技 ,2012
BioEngine VC 【构建中】,东曜药业 ,2012
汉理资本 ,农享网 【构建中】,2012
麦顿投资 ,小南国 ,2012
腾讯产业共赢基金 ,乐刷 ,2012
景林投资 ,华电国际 ,2012
华夏天元 ,久联民爆 ,2012
恒健资本 ,久联民爆 ,2012
银河投资 ,烽火通信 ,2012
信中利 ,爱立特 ,2012
苏豪投资 ,烽火通信 ,2012
平安创新资本 ,烽火通信 ,2012
华夏天元 ,烽火通信 ,2012
弘毅投资 ,苏宁 ,2012
明石投资 ,建科院 ,2012
君盛投资 ,建科院 ,2012
华平 ,神州租车 ,2012
国泰君安创新投 ,上饶银行 ,2012
达晨创投 ,沃泰科技 ,2012
中国高新投 ,翰林航宇 ,2012
橡树投资 ,"Protean Electric, Inc. ",2012
天堂硅谷 ,三香农林 ,2012
腾讯产业共赢基金 ,乐蛙科技 ,2012
金沙江创投 ,"Protean Electric, Inc. ",2012
浩然资本 ,TCL医疗集团 ,2012
硅谷天堂 ,三香农林 ,2012
中新融创 ,永新 ,2012
真格基金 ,灵感方舟 ,2012
元禾控股 ,智问软件 ,2012
英特尔投资 ,马可波罗电子商务咨询 ,2012
险峰华兴 ,灵感方舟 ,2012
宽带资本 ,宝德科技 ,2012
凯鹏华盈 ,力美广告 ,2012
和君资本 ,海南某新材料科技有限公司 【构建中】,2012
东方富海 ,海南某新材料科技有限公司 【构建中】,2012
东方富海 ,海南某新材料科技有限公司 【构建中】,2012
IDG资本 ,力美广告 ,2012
普凯投资基金 ,永达汽车 ,2012
科桥投资 ,环渤湾高速钢轧辊 ,2012
金陵华软 ,伊泰煤炭 ,2012
霸菱亚洲 ,永达汽车 ,2012
安益资本 ,三龙实业 ,2012
睿富 ,中国白银集团 ,2012
容银投资 ,天利半导体 ,2012
中企高达基金管理 ,现代电力 ,2012
传媒梦工场 ,虎嗅网 ,2012
招商科技 ,帷盛太阳能 ,2012
盈开投资 ,帷盛太阳能 ,2012
天堂硅谷 ,帷盛太阳能 ,2012
深圳基石资本 ,帷盛太阳能 ,2012
深圳基石资本 ,帷盛太阳能 ,2012
深圳创新投 ,智美集团 ,2012
清科创投 ,聚尚网 ,2012
诺晟投资 ,佳都新太 ,2012
诺晟投资 ,佳都新太 ,2012
经纬中国 ,36氪 ,2012
建信财达 ,帷盛太阳能 ,2012
恒健资本 ,佳都新太 ,2012
达晨创投 ,万里路桥 ,2012
SK中国 ,聚尚网 ,2012
IDG资本 ,聚尚网 ,2012
建银国际财富管理 ,六和拜尔 ,2012
创业接力基金 ,复享仪器设备 ,2012
证大投资 【构建中】,鑫龙电器 ,2012
招商局中国基金 ,承天集团 ,2012
以诺资本 ,金星钛白 ,2012
西藏自治区投资有限公司 ,芭田股份 ,2012
天图资本 ,周黑鸭 ,2012
天堂硅谷 ,鑫龙电器 ,2012
宁波瑞林 【构建中】,芭田股份 ,2012
九鼎投资 ,方林科技 ,2012
华鑫盈信 ,鑫龙电器 ,2012
安泰汇银 ,芭田股份 ,2012
IDG资本 ,周黑鸭 ,2012
松禾资本 ,天上友嘉 ,2012
顺为基金 ,载乐 ,2012
凯旋创投 ,红孩子 ,2012
海纳亚洲 ,若邻网络 ,2012
恩颐投资 ,红孩子 ,2012
北极光 ,红孩子 ,2012
中关村发展集团 ,天一众合 ,2012
一创投资 ,中科通用 ,2012
